"RamDA_mESC_00h_A04"	"RamDA_mESC_00h_A05"	"RamDA_mESC_00h_A06"	"RamDA_mESC_00h_A07"	"RamDA_mESC_00h_A08"	"RamDA_mESC_00h_A09"	"RamDA_mESC_00h_A10"	"RamDA_mESC_00h_A11"	"RamDA_mESC_00h_A12"	"RamDA_mESC_00h_B01"	"RamDA_mESC_00h_B02"	"RamDA_mESC_00h_B03"	"RamDA_mESC_00h_B04"	"RamDA_mESC_00h_B05"	"RamDA_mESC_00h_B06"	"RamDA_mESC_00h_B07"	"RamDA_mESC_00h_B08"	"RamDA_mESC_00h_B09"	"RamDA_mESC_00h_B10"	"RamDA_mESC_00h_B11"	"RamDA_mESC_00h_B12"	"RamDA_mESC_00h_C01"	"RamDA_mESC_00h_C02"	"RamDA_mESC_00h_C03"	"RamDA_mESC_00h_C04"	"RamDA_mESC_00h_C05"	"RamDA_mESC_00h_C06"	"RamDA_mESC_00h_C07"	"RamDA_mESC_00h_C08"	"RamDA_mESC_00h_C09"	"RamDA_mESC_00h_C10"	"RamDA_mESC_00h_C11"	"RamDA_mESC_00h_D01"	"RamDA_mESC_00h_D02"	"RamDA_mESC_00h_D03"	"RamDA_mESC_00h_D04"	"RamDA_mESC_00h_D05"	"RamDA_mESC_00h_D06"	"RamDA_mESC_00h_D07"	"RamDA_mESC_00h_D08"	"RamDA_mESC_00h_D09"	"RamDA_mESC_00h_D10"	"RamDA_mESC_00h_D11"	"RamDA_mESC_00h_D12"	"RamDA_mESC_00h_E01"	"RamDA_mESC_00h_E02"	"RamDA_mESC_00h_E03"	"RamDA_mESC_00h_E04"	"RamDA_mESC_00h_E05"	"RamDA_mESC_00h_E06"	"RamDA_mESC_00h_E07"	"RamDA_mESC_00h_E08"	"RamDA_mESC_00h_E09"	"RamDA_mESC_00h_E10"	"RamDA_mESC_00h_E11"	"RamDA_mESC_00h_E12"	"RamDA_mESC_00h_F01"	"RamDA_mESC_00h_F02"	"RamDA_mESC_00h_F03"	"RamDA_mESC_00h_F04"	"RamDA_mESC_00h_F05"	"RamDA_mESC_00h_F06"	"RamDA_mESC_00h_F07"	"RamDA_mESC_00h_F08"	"RamDA_mESC_00h_F09"	"RamDA_mESC_00h_F10"	"RamDA_mESC_00h_F11"	"RamDA_mESC_00h_F12"	"RamDA_mESC_00h_G01"	"RamDA_mESC_00h_G02"	"RamDA_mESC_00h_G03"	"RamDA_mESC_00h_G04"	"RamDA_mESC_00h_G05"	"RamDA_mESC_00h_G06"	"RamDA_mESC_00h_G07"	"RamDA_mESC_00h_G08"	"RamDA_mESC_00h_G09"	"RamDA_mESC_00h_G10"	"RamDA_mESC_00h_G11"	"RamDA_mESC_00h_G12"	"RamDA_mESC_00h_H01"	"RamDA_mESC_00h_H02"	"RamDA_mESC_00h_H03"	"RamDA_mESC_00h_H04"	"RamDA_mESC_00h_H05"	"RamDA_mESC_00h_H06"	"RamDA_mESC_00h_H07"	"RamDA_mESC_00h_H08"	"RamDA_mESC_00h_H09"	"RamDA_mESC_00h_H10"	"RamDA_mESC_00h_H11"	"RamDA_mESC_00h_H12"	"RamDA_mESC_72h_A04"	"RamDA_mESC_72h_A05"	"RamDA_mESC_72h_A06"	"RamDA_mESC_72h_A07"	"RamDA_mESC_72h_A08"	"RamDA_mESC_72h_A09"	"RamDA_mESC_72h_A10"	"RamDA_mESC_72h_A11"	"RamDA_mESC_72h_A12"	"RamDA_mESC_72h_B01"	"RamDA_mESC_72h_B02"	"RamDA_mESC_72h_B03"	"RamDA_mESC_72h_B04"	"RamDA_mESC_72h_B05"	"RamDA_mESC_72h_B06"	"RamDA_mESC_72h_B07"	"RamDA_mESC_72h_B08"	"RamDA_mESC_72h_B09"	"RamDA_mESC_72h_B10"	"RamDA_mESC_72h_B11"	"RamDA_mESC_72h_B12"	"RamDA_mESC_72h_C01"	"RamDA_mESC_72h_C02"	"RamDA_mESC_72h_C03"	"RamDA_mESC_72h_C04"	"RamDA_mESC_72h_C05"	"RamDA_mESC_72h_C06"	"RamDA_mESC_72h_C07"	"RamDA_mESC_72h_C08"	"RamDA_mESC_72h_C09"	"RamDA_mESC_72h_C10"	"RamDA_mESC_72h_C11"	"RamDA_mESC_72h_C12"	"RamDA_mESC_72h_D01"	"RamDA_mESC_72h_D02"	"RamDA_mESC_72h_D03"	"RamDA_mESC_72h_D04"	"RamDA_mESC_72h_D05"	"RamDA_mESC_72h_D06"	"RamDA_mESC_72h_D07"	"RamDA_mESC_72h_D08"	"RamDA_mESC_72h_D09"	"RamDA_mESC_72h_D10"	"RamDA_mESC_72h_D11"	"RamDA_mESC_72h_D12"	"RamDA_mESC_72h_E01"	"RamDA_mESC_72h_E02"	"RamDA_mESC_72h_E03"	"RamDA_mESC_72h_E04"	"RamDA_mESC_72h_E05"	"RamDA_mESC_72h_E06"	"RamDA_mESC_72h_E07"	"RamDA_mESC_72h_E08"	"RamDA_mESC_72h_E09"	"RamDA_mESC_72h_E10"	"RamDA_mESC_72h_E11"	"RamDA_mESC_72h_E12"	"RamDA_mESC_72h_F01"	"RamDA_mESC_72h_F02"	"RamDA_mESC_72h_F03"	"RamDA_mESC_72h_F04"	"RamDA_mESC_72h_F05"	"RamDA_mESC_72h_F06"	"RamDA_mESC_72h_F07"	"RamDA_mESC_72h_F08"	"RamDA_mESC_72h_F09"	"RamDA_mESC_72h_F10"	"RamDA_mESC_72h_F11"	"RamDA_mESC_72h_F12"	"RamDA_mESC_72h_G01"	"RamDA_mESC_72h_G02"	"RamDA_mESC_72h_G03"	"RamDA_mESC_72h_G04"	"RamDA_mESC_72h_G05"	"RamDA_mESC_72h_G06"	"RamDA_mESC_72h_G07"	"RamDA_mESC_72h_G08"	"RamDA_mESC_72h_G09"	"RamDA_mESC_72h_G10"	"RamDA_mESC_72h_G11"	"RamDA_mESC_72h_G12"	"RamDA_mESC_72h_H01"	"RamDA_mESC_72h_H02"	"RamDA_mESC_72h_H03"	"RamDA_mESC_72h_H04"	"RamDA_mESC_72h_H05"	"RamDA_mESC_72h_H06"	"RamDA_mESC_72h_H07"	"RamDA_mESC_72h_H08"	"RamDA_mESC_72h_H09"	"RamDA_mESC_72h_H10"	"RamDA_mESC_72h_H11"	"RamDA_mESC_72h_H12"
"ENSMUST00000153804.1"	5.15341	0	2.55689	3.84544	0.679411	2.37273	0	0	0	0.715529	2.9957	0.658996	2.33336	4.18351	4.088	2.19985	4.58021	2.50437	0	1.29773	0	0	6.13455	0.633217	3.73747	0.645439	3.51733	3.07212	0.619036	6.97063	0	3.43349	0	2.31688	3.91842	8.77055	0.69518	1.36795	1.85488	1.15176	0	3.52409	2.56777	9.16431	2.00558	2.78273	0	1.39504	0.875534	3.56567	0	0	4.62585	1.45582	0	5.17542	3.26672	3.59645	2.06132	1.81696	0.634395	1.32824	6.35918	0	1.26142	2.36564	5.66882	0	1.21621	3.98	0.997457	0	2.09997	2.64131	1.74552	8.58864	1.56591	5.45436	0	0.623565	0.881788	0.902029	2.24773	3.59033	2.16575	0.598108	1.01775	2.80462	4.04181	3.11022	3.43402	3.36369	3.08076	6.38523	1.47523	12.0327	0.957483	7.44758	0	1.49837	0	0.785174	6.03948	0	3.2167	7.70672	7.46455	0	2.14979	5.83018	3.0452	0	3.50681	0	2.63853	4.06032	2.35502	2.97815	1.79022	0.52981	1.85744	1.3274	4.42974	13.9725	2.29696	3.02982	5.0347	2.94933	2.23003	0	11.0276	4.35113	3.49271	3.62656	0	5.69095	0	0.893613	6.49878	0	2.89621	0	5.12927	5.04948	3.44169	0	5.27297	6.30062	0.967963	2.417	4.17571	5.1956	4.28281	3.12623	8.55702	3.51052	0	7.41164	4.27414	1.69899	7.24531	2.82728	5.02626	6.62695	4.76384	5.60429	4.61454	2.35452	8.52304	3.84915	0	3.03395	7.09866	5.51832	4.143	21.7281	8.76172	4.73967	0.654474	11.4922	3.91545	10.3811	0.720711	1.26914	4.28625
"ENSMUST00000154824.7"	7.07845e-06	0	1.25442e-05	0	0	0	0.883328	0	0	0	0	0	0	0	0	0	0	1.50123	0	0	2.19869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55642	0	0	0	1.6541	0	0	0	0.849113	0	0	3.76522e-05	0	0	0	0	0	0	0	0	0.0550389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000371046	0	0	0	0	0	0	0	0	7.98122	0	0	3.88112	0	0	0.625005	1.09741	0	0.00197486	0	8.14184	1.48372	0	0	0	0	2.14519	0	3.80755	0	3.04965	0	0	1.75005	0.997036	0	2.41528	1.28918e-07	0	8.44325	0	0	3.35057e-08	1.7255	2.45738	1.83374	4.53669	16.3166	0	1.39937	0.816813	3.0015	3.06483	1.86106	0	0.560029	0	0	6.86957	1.33342	5.81685	0	5.19235	1.49269	0	2.38224	4.62531	2.3666	7.74649	1.73932	1.32128	0.727775	1.75335	4.90536e-08	3.42908	0	0	2.39987	0	2.07114	1.55273	0.336897	0	2.5439	3.95205	0	2.10853	0	1.77096	4.93943	0	0.521417	3.96662	0	2.14426	3.90911	4.21005	1.73458	0.653606	1.92796	0	14.1608
"ENSMUST00000155461.1"	2.77768	1.55332	1.83563	1.33544	10.2491	4.37118	3.31892	0.435786	5.32078	0.944491	1.83201	0.748971	0.646149	10.5415	0	4.82671	9.7022	0.200241	12.193	3.35896	13.2525	2.86313	3.62681	1.30846	2.07367	2.63132	3.43162	13.3735	4.05184	0.0511123	1.08446	10.4004	7.55837	7.11089	7.91931	5.2599	7.25764	11.9861	7.96706	14.1302	8.10363	8.20786	11.0621	0.978257	1.10077	2.88463	4.1621	2.52534	4.93997	15.9991	1.44576	6.75051	12.2435	5.25614	6.09962	5.29706	6.92968	3.86993	4.66513	1.19534	4.52756	4.63164	7.3061	3.72827	4.82941	6.86389	12.2765	7.11645	2.76938	5.73671	1.7518	1.03869	7.16837	1.18585	4.15963	6.34173	5.07762	4.41073	11.6844	3.28396	0.0390199	1.24978	7.55232	6.50284	2.84779	1.76737	1.13228	2.29174	4.35402	1.86015	12.8157	2.1848	6.26034	8.24433	8.14714	2.87262	1.28241	4.74332	2.42418	3.79538	0	0.33618	6.10947	3.56515	1.13801	17.6702	8.03333	4.40273	16.5386	9.69967	5.46313	1.14039	3.61839	3.28476	3.13357	3.21002	3.67271	4.96713	11.9462	8.93515	7.14593	5.05546	2.47549	7.87951	8.79748	1.45862	4.1288	0	6.63384	13.7412	2.95814	0	3.75337	0.502406	7.19171	7.47935	2.37133	1.46381	5.73239	7.19953	4.70918	13.9405	18.6338	3.92227	4.38452	12.5424	3.605	8.53193	0.870052	3.93707	1.86357	4.52716	6.54274	5.94826	6.03331	3.49061	5.5319	1.69734	3.52016	8.2608	0.0376867	3.6287	3.62057	2.2392	9.36644	3.58324	12.9551	5.06839	17.8329	0	5.93852	0.984792	2.31555	2.63605	7.72087	3.4923	7.53822	10.6316	11.1526	3.37435	7.26995	6.55619	1.17922	4.79959	4.98748
"ENSMUST00000155974.7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59432	0	0	0	0	0	1.84267	0	0	1.52106	0.00145092	0	0	0	0	2.04202	0	0	0	5.18065	0.302318	0	0	0	0	0	0	0	0	0	0	6.56413	0	0	0	0	0	1.40375	0	0	0	0	1.93468	0.355581	1.83091	0	2.92221	1.8064	2.22144	3.18838	0.777842	1.99983	2.15612	0	0.604005	0	2.05218	1.65081	0	0	0	0	0	0	0	0	0	6.32864	0	0	2.50712	6.61869	4.5336	0	0	0	1.16885	0	0	0	0	1.3543	2.34139	0	0.408494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49302	4.41782	0	0	3.3455	0	0	0	0	0	0	0	0	0	0	0	0	2.63082	0	0	4.05909	0	0	1.96065	0	0	0	0	0	0	0	3.6389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10603	0	2.5064	1.8685	4.3162	0	0	0	0	3.64665	0	0	0	0	0	0
"ENSMUST00000156155.1"	0	0	5.34738	0	2.82759	4.96679	0	0	2.30222	5.97578	0	8.77375	0	2.18559	3.87748	0	0	0	3.99724	0	0.163992	0	0	0	0	1.35504	0	0	7.10957	2.19039	7.19851	0	3.32504	2.9106	10.0667	6.62246	5.85455	0	0	4.86172	2.07923	0	4.5609	6.38734	9.01061	0	5.01959	0	5.85581	6.86958	0	0	0	0	1.08555	0	2.14076	5.20622	1.96717	0	0	6.72363	3.20654	3.77156	0	0	0	4.03289	1.64614	2.73107	0	0	0.933716	0	0.0374667	2.68298	0	2.4464	0	1.77635	0	0	0.00903618	1.97945	0	1.19616	0	3.37249	1.38432	3.60669	0	0	0	5.68316	14.9255	8.03129	0	0	6.06852	0	0.406297	3.00437	4.97182	0	0	3.21224	0	3.04407	6.55458	1.22286	1.65898	0	6.17552	0	0	6.5056	2.82267	1.34833	1.80391	0	0	0	0	0	7.77644	5.28597	0	3.61093	0	0	0	5.28642	0	0	0	0	0	2.12552	5.11089	4.13	3.12638	5.55137	0	0	1.50466	0	0	5.00184	5.03433	0	0	0.808615	1.32321	4.24715	2.67182	0	0	0	2.89525	4.01601	4.47525	6.18834	1.82523	0	5.19641	0	1.15259	0	0	1.42283	2.39341	3.9325	9.31024	0	1.54162	0	5.9057	0	3.8486	2.39635	0	5.15568	4.7934	0	0
"ENSMUST00000156563.1"	0	0.146745	0.573239	0.902172	0.197464	0.421321	0	0	0	0	0	0	0	0.877293	0.386316	1.72025	0.121388	0	1.16904	0.274382	2.54241	0	0	1.26616	0	0	0.30624	0.223551	0	0	0	0.121973	0.217312	1.57071	0.318235	0	0	0.849185	0.104004	0.260676	0.113766	0	0	0	0	0	0	0	0.283228	0.703317	1.08033	0	0	0.540815	0.101112	0.849172	0.658516	1.43727	0.41762	0.514306	0.217604	0.214597	0.118507	0.351867	0.114727	0	0.732595	0.484796	0	0	0.383374	0.257385	0	0.273625	0.980794	1.50254	0.917558	0.120172	0	0.423047	0	0.359894	0.985793	0.771319	0.255268	0	0.544652	0.728366	0.251392	1.12709	0.578018	0.694413	0.694658	2.25492	0	0.752626	0.135423	0.711145	0.0944517	0.595382	0	0.145466	0.286736	1.58894	1.60631	0	0.904912	0.136702	0.150315	0.54832	0.216935	0.593803	0.298457	0.457794	0.336004	0.624187	0	0.545363	1.45915	0.490732	1.46706	0.232862	0.254102	1.00306	1.23666	0.444597	0.412791	1.03516	0	0	1.94204	1.11827	1.53638	0	1.1515	1.14065	0.27472	0.385926	0	0	1.70142	1.23416	0.345816	0.405818	0.716741	0.992231	0	2.39391	0	0.127189	1.6568	0.557144	0.825873	2.12644	1.34312	0.657046	1.53269	0.855449	0.129993	0.19566	0.122719	0	0.252928	0.503219	0	0.133129	0.364846	0.325582	0	0	0.613136	1.71799	3.28912	0	0.827786	1.14316	1.11736	2.15797	1.11157	0.419243	0	0.244056	0.120232	0.533061	0.265288
"ENSMUST00000156639.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89719e-08	0	0	0	0	0	0	0	0	1.24874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUST00000159206.1"	7.25417	2.84995	5.96016	5.11125	4.72323	5.45874	1.47068	0	7.56914	5.46523	3.32835	5.93671	6.15565	7.42454	1.36659	6.2438	2.99765	5.31568	4.5358	5.35503	13.4081	6.14361	11.1773	5.44898	1.10848	2.03812	1.16912	5.75771	2.24782	4.05166	8.61454	7.47495	0.387033	2.8817	2.39686	13.7766	2.95345	4.4089	7.10718	15.723	8.31201	6.27992	6.86285	6.73302	10.8438	7.42133	4.31177	7.57047	0	0	4.67642	4.29066	1.10703	3.60285	6.68709	8.96137	6.76328	8.9988	4.59314	4.7536	2.96896	2.35663	7.66645	3.8659	6.00798	6.09245	1.0141	5.02892	8.18024	4.41712	2.99758	5.54571	12.4414	6.19492	2.84246	3.31669	5.28729	7.6061	4.83205	6.1585	3.35984	0	7.46749	5.20593	2.56619	5.37956	10.7718	4.72757	5.19875	12.5295	6.74915	0.100486	2.96726	1.78632	3.79259	3.00469	2.77341	6.91242	1.74075	6.22882	0	6.79117	2.81117	6.68483	4.5686	3.09056	3.57822	4.76267	6.29703	2.02166	4.46004	6.82143	14.0815	2.41069	2.47363	3.67117	5.60714	4.22192	0	2.85737	1.36354	1.3747	1.84708	4.50507	13.1157	4.82143	0	2.27019	2.24728	0	2.69081	5.90811	2.45547	10.8941	3.29184	1.07969	2.3805	3.26635	3.52238	0.1774	0	11.3345	0	0	4.27412	7.08733	3.96205	7.03604	4.68753	4.5867	2.53733	7.10075	10.8514	6.618	6.12008	2.69169	0	2.75648	7.75273	1.746	2.82441	0	0	4.8276	2.34046	0	3.17786	4.4254	0	0	1.43354	1.94622	7.27677	6.97996	4.842	9.55631	6.68653	8.33803	2.15528	5.57326	1.92261	3.79675	15.6752	0	7.78689
"ENSMUST00000159349.1"	0	0	0	0	0	0	0	0	0	0	0	1.58616	0	0	0	0	0.735932	0	0	0	0	0	1.18208	0	0	0	0	0	0	1.48032	0	0	0.737262	0	0	1.60967	0	0	0	0	0	2.63215	1.68485	0	0	0	0	0	0	0	0	0	0	0	0	0.79031	0	0	0	0	0	0	0	0	0	0	0	0	0.934842	0	0	1.57305	0.909702	0	0	0	0	0	1.59424	0	0	0	0.785696	0	0.763252	0	1.96599	0	0	0	0.733085	0	0	0	2.22428	1.08356	0	0	0	2.23964	0	0	0	0	0	0	0	0	0.883183	1.06177	0	0	0	0	0	0	0	1.18148	0	0	0	0	1.28448	0	0	0	0	0	0	0	0	2.12374	0	0	1.91328	0	0	0	0	1.35381	3.56352	1.72798	0	0	0.7562	1.12422	0	0	0	0	0	0	2.19449	0	1.2683	0	0	0	0	0	0	1.34804	1.50802	0	0	0	0	0	0	0	0	0	0	0	0	2.61505	0	0	0	0	0	0	5.87723	0	0
"ENSMUST00000159530.1"	0.058941	0	1.16484	0	0.261785	0	0.994896	0	0	0	0	0	0.943723	0	0	0	0	0	0	0	0	0.185908	0	0	0	0.151523	0.892862	0	2.092	0	0	1.38746e-05	0.0166459	0	0	0	0.810115	0	0	0	0	0	0	0.448753	0	0	0	0	0	0	0	0	0	0	0	1.12837	0.36148	0	0	0	0	0	0	0.434304	0.768032	0	0.219127	0	0	0.614109	0	0.963404	0	0	0.516084	0	0	0	0	0	0.37685	0	0	0.661785	0	1.01954	0	0	0	0	0	0	1.285	0	0	0	1.72293	0	0	0	0.47811	0.553936	0.43354	0.705063	0	0	0.0603943	0	0	2.9938	0	0.639422	0	0	0	0	0	0	0	1.93966	0.646244	0	0	0	0.186462	0	0.596383	0	0	2.13745	0	1.2781	0	0	0	0	0	5.85363	0	0	0.364991	0	0	0	0	0	0	0	0	0	0.82393	0	2.24216	0	1.39174	0	0	0	0	0	0	0	0.337801	5.37515	0	0	0	0	0.68795	0	0	2.39275	3.30658	4.08679	0	0	3.48523e-05	0	0	0	0	0	0	0	0
"ENSMUST00000159656.1"	0	1.66832	0	0.16959	0	0	0.47931	0	0	1.26877	0	0	1.38095	2.11893	5.19447	1.79069	0	0.92717	0	0	0.292435	0	0	0.729369	0.683423	0	1.52915	0	1.15218	1.54186	0.653017	0	0.197316	0.420006	1.8499	3.53662	0	0	0	0	1.38481	0.659365	4.79389	1.57335	1.50671	0.364538	0	0	0	0.40776	0	0	0	0.198419	0	0.266154	3.53384	0.84178	2.12159	0.357258	1.18626	0.329058	2.19077	0	0.809919	0.227599	0	0.983796	2.64285	0	1.71809	3.69607	2.46374	0.807023	0	1.1151	1.50534	0	2.1496	1.85127	1.40943	2.77488	1.75807	0	0	1.64865	1.34384	3.28219	0	0	3.12628	0	0	2.74992	0.908304	0	0	0	6.13084e-05	1.72052	0	7.89194	2.80277	3.04202	8.23754e-06	1.12699	3.30871	1.40415	0	6.0167	0	1.77604e-07	0	1.86225	0	6.18195	2.14364	2.723	2.04151	1.27324	0.400364	2.31652	3.47277	0.614582	0	0.0981789	2.96112	6.35115	4.86988	3.66177	3.81254	3.52577	0.121683	1.74753	4.62206	2.14855	3.9776	0.571631	2.3837	0	1.18538	9.3709	0.314446	0	0.435749	9.30438	0	3.02245	1.52855	1.72906	2.18309	1.6253	3.49188	5.50763	2.2324	0	5.35668	0.315273	4.11203	0	0	1.56692	2.30559	0	0.967789	2.58246	1.79809	0.270247	0.500399	1.83549	1.62101	1.12594	0	0.433948	2.87386	3.71962	0.974853	0	3.06999	0	2.19016	0	8.66975	0.354155	0.920102
"ENSMUST00000159661.7"	0	0	0	0.789977	0	0	0	6.21615e-07	0	0	0	0.641896	0	0	1.27694	0.916837	0	0	1.2829	0	1.50696	0	0	0.87441	0	0	0.210187	0	0	0	0	0	0	0	0	0.485155	0	0	1.0689	0.407532	0	0	1.56724	0	0	0	0.0455684	0.924289	0	0.194206	0	0.471833	0	0	5.99486e-09	1.58162	0	0	1.20286	0	0	0	0	1.09627	0	0	0.279967	0	1.88081	0.0307385	0	1.95002	0	0	0	0	1.21216	0	0.635334	0	0	0.659646	2.18344	0	0.489454	0	0	0	0	0.600953	0	1.40913	0	0	0	2.46186	0.423658	0	0	0	0	1.99961	0.964328	0.0827125	0	1.13858	0	0.113886	0.714821	0	1.62299	0	4.01636	0	0	1.10575	0	0	0	0	0	1.426	0	0	0	0	0	0	0.706655	0	0.473274	0	0	0	1.0528	0	0	0	0	0	2.00074	0	0	0	0	1.15779	0	0	0	0	0	0	0.907876	0	0	0	0	0	1.11316	0	0.635057	0	2.40318	0	1.65002	0	1.13584	0	0	0	0	0.882392	0.431063	0	0	0	0	0	0	0.66981	0	0	7.01597	0	2.38987
"ENSMUST00000159802.1"	0.520912	1.5342	1.05045	0.939904	0.347495	2.674	0	0	0.161049	0.624082	1.17438	1.29032	1.68611	4.35095	1.25033	1.86819	0.337347	1.19991	1.76654	0.819065	0.234465	1.44029	1.47601	0.543554	1.27174	0.295065	1.41007	0	0.199196	0.80696	1.85054	0.258905	0.307944	0.0998034	1.25881	5.75533	0.476646	0.387791	1.50784	0.339653	0.978407	1.44657	4.08351	0.975285	1.64903	1.51274	1.65533	1.4053	0.405649	1.54245	0.234227	1.6265	0.273488	1.7409	1.16124	2.52262	1.6331	6.38538	1.18009	0.643778	1.08149	0.814487	0.539159	0.131546	0.733705	0.110863	0.625415	1.41575	0.299127	0.770443	1.0863	3.88311	3.8974	1.38573	2.09984	2.68661	2.10346	0.393806	0.853607	2.17342	2.30632	2.10205	2.18604	0.49177	2.41767	2.24636	2.55741	2.66742	0.954754	2.0195	2.05323	0.654409	4.07705	0.365198	2.87862	5.80524	0.685545	2.28926	0	0.911034	0	1.13133	0.138073	0.107734	2.95138	1.55315	3.45018	2.45619	1.71801	1.01931	4.54953	2.34077	2.49962	0.641856	1.85844	2.06056	2.23617	0.756511	1.08167	0.449649	1.0479	1.84483	3.03526	0.188972	4.1724	0.36327	0	1.49714	0.775203	0	1.56711	3.42712	0.838887	4.85356	0.369528	1.4351	0.375055	1.30302	0.120482	1.87175	2.60712	2.97624	0.362974	0.533178	1.09674	4.18333	0	3.58055	1.65208	0.563898	0.643371	1.69851	3.42719	0.9568	1.83585	1.57843	0.490233	1.74154	1.55124	0.536949	0.400282	0	1.29713	1.79683	5.35391	0.932206	1.46218	0.884894	0	1.4822	0.227995	0.871597	3.78489	0.451647	1.1473	2.61827	3.86123	5.9834	0.458724	2.75159	1.01259	0.517207	7.86886	0.131721	1.05701
"ENSMUST00000159906.7"	0	0	0	0	0	0	0	0	0	0	0	0	2.65347	0	4.85521	4.31715	3.64085	5.80146	0	0	7.34268	0	1.86788	1.93462	0	0	0	11.9632	0	0	0	0	2.27148	0	0	2.29865	0	0	2.74676	0	0	0	5.89071	2.44714	2.21448	0	1.3309	0	3.64111e-06	0	0	0	0	0	0	0	2.40921	0	0	0	0	0	4.38091	4.9961	5.11097	2.19975	0	0	0	4.67106	0	0	3.44798	0	5.89436	0	0	7.85894	1.61792	0	1.89514	2.35608	0	1.72714	3.16933	6.90426	0	2.0311	0	9.24495	0	0	2.59983	2.92815	0	3.73579	3.71308	0	0	0	0	0	0	0	2.67145	3.55999	1.86448	7.376	0	0	3.70652	6.44223	5.75169	0	4.50636	0	2.75539	2.47182	1.92759	2.21731	5.20892	0	3.38903	0	7.504	0	0	3.41037	0	0	3.4463	2.99334	0	2.30954	0	0	0	0	0	0	0	0	0	3.72313	2.3698	0	0	4.01469	0	0	4.01878	0	0	0	5.37424	2.34465	6.31757	0	0	0	11.3354	0	5.75429	0	0	1.58702	4.73677	0	2.58743	2.81484	0	4.19433	8.57298	0	2.91456	0	2.64306	0	5.69574	3.31001	0	0	2.97152	0	5.1376
"ENSMUST00000160022.1"	5.02396	0.55049	0	2.44496	1.54937	4.99046	0.134486	0	1.06393	4.62055	0	1.22955	0.577883	0	0	0	5.35437	4.23043	0	1.487	2.38587	1.0545	0.5715	2.96851	0	2.47498	0	2.6238	0.627228	0.426497	2.54455	5.51084	3.7227	0.698857	0.816219	11.137	1.21974	3.37431	2.21155	1.89776	0.750976	5.18628	2.80612	0	0	0	0.0741999	6.43205	2.11263	1.5357	1.34169	0	1.02951	0	3.05213	0	0	0	4.31594	0	3.32325	2.39685	0	0	1.32559	0	2.02574	4.00155	1.97167	4.66058	4.44063	0.479635	0.440081	0	0	0	2.21081	3.93396	3.91372	1.50442	1.95089	0	0	0.712862	6.1711	0	0	1.54314	1.10519	3.00638	4.24871	0.90864	3.14643	0	0	2.71089	0.3223	12.5333	0.886939	9.73345	1.02648	2.16931	0.280484	0.958739	6.28311	0.711638	0	2.80956	3.10809	8.40801	3.25029	0.30786	2.95683	0	1.83074	9.69389	1.55274	5.03573	1.4802	2.83147	5.69322	2.26702	0	0	0	3.67418	0	0	5.82719	0	4.33322	6.91011	13.4731	1.64971	0	4.0455	0	6.22767	0.675843	1.55678	11.373	0.315103	7.21787	1.54622	4.66799	4.51304	0	1.35703	7.44034	0	5.75426	1.30988	0	0	1.02747	0	0.401561	0	7.92602e-08	1.41663	1.41703	1.77204	0	3.5482	0.550695	1.95301	3.53817	5.64986	0.723519	5.46721	2.13087	2.61291	6.71572	1.6211	0.548211	0	4.96376	0	0.812156	6.01402	9.49862	6.78916	0	3.35741	1.76549
"ENSMUST00000160062.7"	0	0	0	0	0	0	0	0	0	0	2.23509	0	0	0	0	0	0	0	2.50726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50608	0	0	0	0	3.07412	0	0	0	0	0	0.000110938	3.24979	0	0	0	0	0	1.48299	0	0	0	0	1.29392	0	0.607667	1.75297	2.0613	0	1.7143	0	0	0	0	0	4.14837	0	0	6.04928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00003	0	0	3.62907	0	0	0	0	0	0	0	0	3.01058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79611	0	0	0	0	0	3.1592	0	0.915648	0	0	0	0	1.4876	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05176	0	2.39909	0	0	0	0	0	0.538835	0	0	0	1.43266	0	0	0	0	0	0	0	1.79331	0	0	4.47706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4485	2.28642
